Speaker	GlobalIndex	StartTime	StopTime	Tokens	NGrams	SelfShared	OtherShared	N	OverlapCount	OverlapSeconds	AvgOverlap	DialID	Reality	Level
f	185	4:6:11	4:6:32	1	0	0	0	3	1	0	0	aemt01	0	2
f	186	4:6:32	4:7:3	1	0	0	0	3	0	0	0	aemt01	0	2
f	187	4:7:3	4:8:53	5	3	0	0	3	0	0	0	aemt01	0	2
g	188	4:8:53	4:10:9	1	0	0	0	3	1	0	0	aemt01	0	2
f	189	4:10:9	4:10:25	1	0	0	0	3	1	0	0	aemt01	0	2
g	190	4:10:25	4:11:45	5	3	0	0	3	1	0	0	aemt01	0	2
f	191	4:11:45	4:12:12	1	0	0	0	3	1	0	0	aemt01	0	2
g	192	4:12:12	4:12:22	1	0	0	0	3	1	0	0	aemt01	0	2
g	0	01:01:01	1:2:3	1	0	0	0	4	0	0	0	aemt01	0	2
g	1	1:2:3	1:3:20	8	5	0	0	4	0	0	0	aemt01	0	2
f	2	1:3:20	1:5:3	3	0	0	0	4	1	0	0	aemt01	0	2
g	3	1:5:3	1:5:11	16	13	0	0	4	1	0	0	aemt01	0	2
f	4	1:5:11	1:5:11	1	0	0	0	4	1	0	0	aemt01	0	2
g	5	1:5:11	1:6:13	14	11	0	0	4	1	62	62	aemt01	0	2
f	6	1:6:13	1:6:13	1	0	0	0	4	1	0	0	aemt01	0	2
g	7	1:6:13	1:7:25	8	5	0	0	4	1	72	72	aemt01	0	2
f	8	1:7:25	1:7:36	1	0	0	0	4	1	0	0	aemt01	0	2
g	9	1:7:36	1:8:20	10	7	0	0	4	1	0	0	aemt01	0	2
g	10	1:8:20	1:8:27	5	2	0	0	4	0	0	0	aemt01	0	2
g	11	1:8:27	1:10:26	11	8	0	0	4	0	0	0	aemt01	0	2
f	12	1:10:26	1:11:19	11	8	0	0	4	1	0	0	aemt01	0	2
f	13	1:11:19	1:13:2	1	0	0	0	4	0	0	0	aemt01	0	2
f	14	1:13:2	1:14:27	7	4	0	0	4	0	0	0	aemt01	0	2
f	15	1:14:27	1:14:59	10	7	0	0	4	0	0	0	aemt01	0	2
g	16	1:14:59	1:16:7	4	1	0	0	4	1	0	0	aemt01	0	2
g	17	1:16:7	1:17:35	5	2	0	0	4	0	0	0	aemt01	0	2
f	18	1:17:35	1:17:46	1	0	0	0	4	1	0	0	aemt01	0	2
g	19	1:17:46	1:19:36	1	0	0	0	4	1	0	0	aemt01	0	2
f	20	1:19:36	1:21:23	5	2	0	0	4	1	0	0	aemt01	0	2
g	21	1:21:23	1:21:47	6	3	0	1	4	1	0	0	aemt01	0	2
f	22	1:21:47	1:22:37	1	0	0	0	4	1	0	0	aemt01	0	2
g	23	1:22:37	1:23:23	5	2	0	0	4	1	0	0	aemt01	0	2
g	24	1:23:23	1:23:39	1	0	0	0	4	0	0	0	aemt01	0	2
g	25	1:23:39	1:24:49	1	0	0	0	4	0	0	0	aemt01	0	2
f	26	1:24:49	1:25:6	1	0	0	0	4	1	0	0	aemt01	0	2
g	27	1:25:6	1:26:20	1	0	0	0	4	1	0	0	aemt01	0	2
g	28	1:26:20	1:26:52	6	3	0	0	4	0	0	0	aemt01	0	2
f	29	1:26:52	1:28:25	5	2	0	0	4	1	0	0	aemt01	0	2
g	30	1:28:25	1:28:30	11	8	0	0	4	1	0	0	aemt01	0	2
f	31	1:28:30	1:29:31	1	0	0	0	4	1	0	0	aemt01	0	2
f	32	1:29:31	1:30:16	1	0	0	0	4	0	0	0	aemt01	0	2
f	33	1:30:16	1:32:14	3	0	0	0	4	0	0	0	aemt01	0	2
g	34	1:32:14	1:33:33	2	0	0	0	4	1	0	0	aemt01	0	2
f	35	1:33:33	1:34:19	1	0	0	0	4	1	0	0	aemt01	0	2
g	36	1:34:19	1:36:4	11	8	0	0	4	1	0	0	aemt01	0	2
f	37	1:36:4	1:37:9	1	0	0	0	4	1	0	0	aemt01	0	2
g	38	1:37:9	1:37:57	1	0	0	0	4	1	0	0	aemt01	0	2
g	39	1:37:57	1:38:29	4	1	0	0	4	0	0	0	aemt01	0	2
g	40	1:38:29	1:40:20	4	1	0	0	4	0	0	0	aemt01	0	2
f	41	1:40:20	1:42:16	1	0	0	0	4	1	0	0	aemt01	0	2
g	42	1:42:16	1:42:58	3	0	0	0	4	1	0	0	aemt01	0	2
f	43	1:42:58	1:44:17	1	0	0	0	4	1	0	0	aemt01	0	2
g	44	1:44:17	1:46:14	7	4	0	0	4	1	0	0	aemt01	0	2
g	45	1:46:14	1:47:2	2	0	0	0	4	0	0	0	aemt01	0	2
f	46	1:47:2	1:47:42	2	0	0	0	4	1	0	0	aemt01	0	2
g	47	1:47:42	1:48:21	11	8	0	0	4	1	0	0	aemt01	0	2
f	48	1:48:21	1:49:42	7	4	0	0	4	1	0	0	aemt01	0	2
f	49	1:49:42	1:51:34	5	2	0	0	4	0	0	0	aemt01	0	2
g	50	1:51:34	1:52:24	1	0	0	0	4	1	0	0	aemt01	0	2
g	51	1:52:24	1:53:25	1	0	0	0	4	0	0	0	aemt01	0	2
f	52	1:53:25	1:53:26	1	0	0	0	4	1	0	0	aemt01	0	2
g	53	1:53:26	1:54:51	4	1	0	0	4	1	0	0	aemt01	0	2
g	54	1:54:51	1:55:38	1	0	0	0	4	0	0	0	aemt01	0	2
g	55	1:55:38	1:56:47	2	0	0	0	4	0	0	0	aemt01	0	2
g	56	1:56:47	1:58:6	8	5	0	0	4	0	0	0	aemt01	0	2
f	57	1:58:6	1:59:17	1	0	0	0	4	1	0	0	aemt01	0	2
g	58	1:59:17	2:0:53	1	0	0	0	4	1	0	0	aemt01	0	2
f	59	2:0:53	2:2:4	1	0	0	0	4	1	0	0	aemt01	0	2
g	60	2:2:4	2:3:29	6	3	0	0	4	1	0	0	aemt01	0	2
g	61	2:3:29	2:5:10	7	4	0	0	4	0	0	0	aemt01	0	2
f	62	2:5:10	2:6:33	1	0	0	0	4	1	0	0	aemt01	0	2
f	63	2:6:33	2:7:37	11	8	0	3	4	0	0	0	aemt01	0	2
g	64	2:7:37	2:9:7	1	0	0	0	4	1	0	0	aemt01	0	2
f	65	2:9:7	2:9:27	1	0	0	0	4	1	0	0	aemt01	0	2
g	66	2:9:27	2:10:59	1	0	0	0	4	1	0	0	aemt01	0	2
f	67	2:10:59	2:11:51	1	0	0	0	4	1	0	0	aemt01	0	2
g	68	2:11:51	2:12:42	12	9	0	0	4	1	0	0	aemt01	0	2
f	69	2:12:42	2:14:14	1	0	0	0	4	1	0	0	aemt01	0	2
g	70	2:14:14	2:14:18	8	5	0	0	4	1	0	0	aemt01	0	2
g	71	2:14:18	2:16:15	3	0	0	0	4	0	0	0	aemt01	0	2
g	72	2:16:15	2:17:40	7	4	0	0	4	0	0	0	aemt01	0	2
f	73	2:17:40	2:18:53	1	0	0	0	4	1	0	0	aemt01	0	2
f	74	2:18:53	2:20:26	7	4	0	0	4	0	0	0	aemt01	0	2
g	75	2:20:26	2:22:15	1	0	0	0	4	1	0	0	aemt01	0	2
f	76	2:22:15	2:22:25	4	1	0	0	4	1	0	0	aemt01	0	2
f	77	2:22:25	2:23:42	3	0	0	0	4	0	0	0	aemt01	0	2
f	78	2:23:42	2:25:27	1	0	0	0	4	0	0	0	aemt01	0	2
f	79	2:25:27	2:26:33	6	3	0	0	4	0	0	0	aemt01	0	2
f	80	2:26:33	2:28:16	9	6	0	0	4	0	0	0	aemt01	0	2
f	81	2:28:16	2:29:59	2	0	0	0	4	0	0	0	aemt01	0	2
f	82	2:29:59	2:30:13	7	4	0	0	4	0	0	0	aemt01	0	2
f	83	2:30:13	2:31:9	5	2	0	0	4	0	0	0	aemt01	0	2
g	84	2:31:9	2:32:45	13	10	0	0	4	1	0	0	aemt01	0	2
f	85	2:32:45	2:33:15	15	12	0	0	4	1	0	0	aemt01	0	2
g	86	2:33:15	2:34:8	8	5	0	0	4	1	0	0	aemt01	0	2
g	87	2:34:8	2:36:5	1	0	0	0	4	0	0	0	aemt01	0	2
g	88	2:36:5	2:36:21	9	6	0	0	4	0	0	0	aemt01	0	2
f	89	2:36:21	2:37:35	2	0	0	0	4	1	0	0	aemt01	0	2
g	90	2:37:35	2:39:10	3	0	0	0	4	1	0	0	aemt01	0	2
f	91	2:39:10	2:39:45	1	0	0	0	4	1	0	0	aemt01	0	2
g	92	2:39:45	2:40:50	1	0	0	0	4	1	0	0	aemt01	0	2
g	93	2:40:50	2:42:26	1	0	0	0	4	0	0	0	aemt01	0	2
g	94	2:42:26	2:44:18	3	0	0	0	4	0	0	0	aemt01	0	2
g	95	2:44:18	2:45:32	5	2	0	0	4	0	0	0	aemt01	0	2
f	96	2:45:32	2:46:49	3	0	0	0	4	1	0	0	aemt01	0	2
g	97	2:46:49	2:47:23	5	2	0	0	4	1	0	0	aemt01	0	2
g	98	2:47:23	2:47:52	1	0	0	0	4	0	0	0	aemt01	0	2
g	99	2:47:52	2:47:53	10	7	0	0	4	0	0	0	aemt01	0	2
f	100	2:47:53	2:48:35	1	0	0	0	4	1	0	0	aemt01	0	2
g	101	2:48:35	2:50:4	10	7	3	0	4	1	0	0	aemt01	0	2
f	102	2:50:4	2:50:7	1	0	0	0	4	1	0	0	aemt01	0	2
g	103	2:50:7	2:51:57	9	6	0	0	4	1	0	0	aemt01	0	2
g	104	2:51:57	2:52:3	5	2	0	0	4	0	0	0	aemt01	0	2
g	105	2:52:3	2:53:3	5	2	0	0	4	0	0	0	aemt01	0	2
f	106	2:53:3	2:53:44	5	2	0	0	4	1	0	0	aemt01	0	2
f	107	2:53:44	2:54:17	10	7	0	0	4	0	0	0	aemt01	0	2
g	108	2:54:17	2:55:34	1	0	0	0	4	1	0	0	aemt01	0	2
f	109	2:55:34	2:57:2	1	0	0	0	4	1	0	0	aemt01	0	2
f	110	2:57:2	2:58:35	6	3	0	0	4	0	0	0	aemt01	0	2
g	111	2:58:35	2:59:30	4	1	0	0	4	1	0	0	aemt01	0	2
f	112	2:59:30	3:0:50	3	0	0	0	4	1	0	0	aemt01	0	2
g	113	3:0:50	3:1:33	1	0	0	0	4	1	0	0	aemt01	0	2
g	114	3:1:33	3:3:30	1	0	0	0	4	0	0	0	aemt01	0	2
g	115	3:3:30	3:3:57	9	6	0	0	4	0	0	0	aemt01	0	2
g	116	3:3:57	3:5:6	2	0	0	0	4	0	0	0	aemt01	0	2
g	117	3:5:6	3:6:0	6	3	0	0	4	0	0	0	aemt01	0	2
f	118	3:6:0	3:6:51	1	0	0	0	4	1	0	0	aemt01	0	2
g	119	3:6:51	3:7:11	9	6	0	0	4	1	0	0	aemt01	0	2
f	120	3:7:11	3:8:31	1	0	0	0	4	1	0	0	aemt01	0	2
g	121	3:8:31	3:8:37	10	7	0	0	4	1	0	0	aemt01	0	2
f	122	3:8:37	3:9:29	1	0	0	0	4	1	0	0	aemt01	0	2
g	123	3:9:29	3:10:15	7	4	0	0	4	1	0	0	aemt01	0	2
g	124	3:10:15	3:11:59	4	1	0	0	4	0	0	0	aemt01	0	2
f	125	3:11:59	3:12:13	1	0	0	0	4	1	0	0	aemt01	0	2
g	126	3:12:13	3:12:21	4	1	0	0	4	1	0	0	aemt01	0	2
g	127	3:12:21	3:13:27	11	8	0	0	4	0	0	0	aemt01	0	2
f	128	3:13:27	3:14:30	9	6	0	0	4	1	0	0	aemt01	0	2
g	129	3:14:30	3:15:44	1	0	0	0	4	1	0	0	aemt01	0	2
f	130	3:15:44	3:17:41	1	0	0	0	4	1	0	0	aemt01	0	2
f	131	3:17:41	3:18:34	2	0	0	0	4	0	0	0	aemt01	0	2
g	132	3:18:34	3:20:2	1	0	0	0	4	1	0	0	aemt01	0	2
f	133	3:20:2	3:21:13	1	0	0	0	4	1	0	0	aemt01	0	2
g	134	3:21:13	3:22:41	14	11	0	0	4	1	0	0	aemt01	0	2
g	135	3:22:41	3:24:6	9	6	0	0	4	0	0	0	aemt01	0	2
f	136	3:24:6	3:24:19	1	0	0	0	4	1	0	0	aemt01	0	2
g	137	3:24:19	3:25:52	7	4	0	0	4	1	0	0	aemt01	0	2
f	138	3:25:52	3:26:34	4	1	0	0	4	1	0	0	aemt01	0	2
g	139	3:26:34	3:28:24	1	0	0	0	4	1	0	0	aemt01	0	2
g	140	3:28:24	3:28:27	3	0	0	0	4	0	0	0	aemt01	0	2
g	141	3:28:27	3:29:45	17	14	0	0	4	0	0	0	aemt01	0	2
f	142	3:29:45	3:29:58	1	0	0	0	4	1	0	0	aemt01	0	2
g	143	3:29:58	3:30:15	1	0	0	0	4	1	0	0	aemt01	0	2
g	144	3:30:15	3:30:34	21	18	0	0	4	0	0	0	aemt01	0	2
f	145	3:30:34	3:31:17	7	4	0	0	4	1	0	0	aemt01	0	2
f	146	3:31:17	3:32:13	16	13	0	0	4	0	0	0	aemt01	0	2
g	147	3:32:13	3:33:33	3	0	0	0	4	1	0	0	aemt01	0	2
g	148	3:33:33	3:35:2	1	0	0	0	4	0	0	0	aemt01	0	2
f	149	3:35:2	3:36:42	1	0	0	0	4	1	0	0	aemt01	0	2
g	150	3:36:42	3:37:13	4	1	0	0	4	1	0	0	aemt01	0	2
g	151	3:37:13	3:38:13	15	12	0	0	4	0	0	0	aemt01	0	2
f	152	3:38:13	3:38:43	1	0	0	0	4	1	0	0	aemt01	0	2
g	153	3:38:43	3:40:14	15	12	6	0	4	1	0	0	aemt01	0	2
f	154	3:40:14	3:42:10	1	0	0	0	4	1	0	0	aemt01	0	2
g	155	3:42:10	3:43:46	6	3	0	0	4	1	0	0	aemt01	0	2
f	156	3:43:46	3:43:53	1	0	0	0	4	1	0	0	aemt01	0	2
f	157	3:43:53	3:44:3	2	0	0	0	4	0	0	0	aemt01	0	2
g	158	3:44:3	3:45:7	6	3	0	0	4	1	0	0	aemt01	0	2
f	159	3:45:7	3:46:17	7	4	0	0	4	1	0	0	aemt01	0	2
g	160	3:46:17	3:46:56	1	0	0	0	4	1	0	0	aemt01	0	2
f	161	3:46:56	3:48:29	1	0	0	0	4	1	0	0	aemt01	0	2
g	162	3:48:29	3:49:1	15	12	0	0	4	1	0	0	aemt01	0	2
f	163	3:49:1	3:50:23	9	6	0	0	4	1	0	0	aemt01	0	2
g	164	3:50:23	3:50:41	8	5	0	0	4	1	0	0	aemt01	0	2
f	165	3:50:41	3:51:21	6	3	0	0	4	1	0	0	aemt01	0	2
g	166	3:51:21	3:51:52	6	3	0	0	4	1	0	0	aemt01	0	2
f	167	3:51:52	3:52:16	14	11	0	0	4	1	0	0	aemt01	0	2
f	168	3:52:16	3:52:29	5	2	0	0	4	0	0	0	aemt01	0	2
g	169	3:52:29	3:53:53	3	0	0	0	4	1	0	0	aemt01	0	2
g	170	3:53:53	3:55:22	5	2	0	0	4	0	0	0	aemt01	0	2
g	171	3:55:22	3:55:46	6	3	0	0	4	0	0	0	aemt01	0	2
f	172	3:55:46	3:57:30	1	0	0	0	4	1	0	0	aemt01	0	2
g	173	3:57:30	3:57:45	6	3	0	0	4	1	0	0	aemt01	0	2
f	174	3:57:45	3:57:54	1	0	0	0	4	1	0	0	aemt01	0	2
g	175	3:57:54	3:59:17	8	5	0	0	4	1	0	0	aemt01	0	2
f	176	3:59:17	4:0:8	1	0	0	0	4	1	0	0	aemt01	0	2
g	177	4:0:8	4:0:48	10	7	2	0	4	1	0	0	aemt01	0	2
f	178	4:0:48	4:1:37	11	8	0	0	4	1	0	0	aemt01	0	2
g	179	4:1:37	4:3:4	14	11	0	0	4	1	0	0	aemt01	0	2
f	180	4:3:4	4:3:21	2	0	0	0	4	1	0	0	aemt01	0	2
g	181	4:3:21	4:3:24	6	3	0	0	4	1	0	0	aemt01	0	2
f	182	4:3:24	4:4:23	1	0	0	0	4	1	0	0	aemt01	0	2
g	183	4:4:23	4:4:48	1	0	0	0	4	1	0	0	aemt01	0	2
g	184	4:4:48	4:6:11	2	0	0	0	4	0	0	0	aemt01	0	2
f	185	4:6:11	4:6:32	1	0	0	0	4	1	0	0	aemt01	0	2
f	186	4:6:32	4:7:3	1	0	0	0	4	0	0	0	aemt01	0	2
f	187	4:7:3	4:8:53	5	2	0	0	4	0	0	0	aemt01	0	2
g	188	4:8:53	4:10:9	1	0	0	0	4	1	0	0	aemt01	0	2
f	189	4:10:9	4:10:25	1	0	0	0	4	1	0	0	aemt01	0	2
g	190	4:10:25	4:11:45	5	2	0	0	4	1	0	0	aemt01	0	2
f	191	4:11:45	4:12:12	1	0	0	0	4	1	0	0	aemt01	0	2
g	192	4:12:12	4:12:22	1	0	0	0	4	1	0	0	aemt01	0	2
g	0	01:01:01	1:2:3	1	0	0	0	5	0	0	0	aemt01	0	2
g	1	1:2:3	1:3:20	8	4	0	0	5	0	0	0	aemt01	0	2
f	2	1:3:20	1:5:3	3	0	0	0	5	1	0	0	aemt01	0	2
g	3	1:5:3	1:5:11	16	12	0	0	5	1	0	0	aemt01	0	2
f	4	1:5:11	1:5:11	1	0	0	0	5	1	0	0	aemt01	0	2
g	5	1:5:11	1:6:13	14	10	0	0	5	1	62	62	aemt01	0	2
f	6	1:6:13	1:6:13	1	0	0	0	5	1	0	0	aemt01	0	2
g	7	1:6:13	1:7:25	8	4	0	0	5	1	72	72	aemt01	0	2
f	8	1:7:25	1:7:36	1	0	0	0	5	1	0	0	aemt01	0	2
g	9	1:7:36	1:8:20	10	6	0	0	5	1	0	0	aemt01	0	2
g	10	1:8:20	1:8:27	5	1	0	0	5	0	0	0	aemt01	0	2
g	11	1:8:27	1:10:26	11	7	0	0	5	0	0	0	aemt01	0	2
f	12	1:10:26	1:11:19	11	7	0	0	5	1	0	0	aemt01	0	2
f	13	1:11:19	1:13:2	1	0	0	0	5	0	0	0	aemt01	0	2
f	14	1:13:2	1:14:27	7	3	0	0	5	0	0	0	aemt01	0	2
f	15	1:14:27	1:14:59	10	6	0	0	5	0	0	0	aemt01	0	2
g	16	1:14:59	1:16:7	4	0	0	0	5	1	0	0	aemt01	0	2
g	17	1:16:7	1:17:35	5	1	0	0	5	0	0	0	aemt01	0	2
f	18	1:17:35	1:17:46	1	0	0	0	5	1	0	0	aemt01	0	2
g	19	1:17:46	1:19:36	1	0	0	0	5	1	0	0	aemt01	0	2
f	20	1:19:36	1:21:23	5	1	0	0	5	1	0	0	aemt01	0	2
g	21	1:21:23	1:21:47	6	2	0	0	5	1	0	0	aemt01	0	2
f	22	1:21:47	1:22:37	1	0	0	0	5	1	0	0	aemt01	0	2
g	23	1:22:37	1:23:23	5	1	0	0	5	1	0	0	aemt01	0	2
g	24	1:23:23	1:23:39	1	0	0	0	5	0	0	0	aemt01	0	2
g	25	1:23:39	1:24:49	1	0	0	0	5	0	0	0	aemt01	0	2
f	26	1:24:49	1:25:6	1	0	0	0	5	1	0	0	aemt01	0	2
g	27	1:25:6	1:26:20	1	0	0	0	5	1	0	0	aemt01	0	2
g	28	1:26:20	1:26:52	6	2	0	0	5	0	0	0	aemt01	0	2
f	29	1:26:52	1:28:25	5	1	0	0	5	1	0	0	aemt01	0	2
g	30	1:28:25	1:28:30	11	7	0	0	5	1	0	0	aemt01	0	2
f	31	1:28:30	1:29:31	1	0	0	0	5	1	0	0	aemt01	0	2
f	32	1:29:31	1:30:16	1	0	0	0	5	0	0	0	aemt01	0	2
f	33	1:30:16	1:32:14	3	0	0	0	5	0	0	0	aemt01	0	2
g	34	1:32:14	1:33:33	2	0	0	0	5	1	0	0	aemt01	0	2
f	35	1:33:33	1:34:19	1	0	0	0	5	1	0	0	aemt01	0	2
g	36	1:34:19	1:36:4	11	7	0	0	5	1	0	0	aemt01	0	2
f	37	1:36:4	1:37:9	1	0	0	0	5	1	0	0	aemt01	0	2
g	38	1:37:9	1:37:57	1	0	0	0	5	1	0	0	aemt01	0	2
g	39	1:37:57	1:38:29	4	0	0	0	5	0	0	0	aemt01	0	2
g	40	1:38:29	1:40:20	4	0	0	0	5	0	0	0	aemt01	0	2
f	41	1:40:20	1:42:16	1	0	0	0	5	1	0	0	aemt01	0	2
g	42	1:42:16	1:42:58	3	0	0	0	5	1	0	0	aemt01	0	2
f	43	1:42:58	1:44:17	1	0	0	0	5	1	0	0	aemt01	0	2
g	44	1:44:17	1:46:14	7	3	0	0	5	1	0	0	aemt01	0	2
g	45	1:46:14	1:47:2	2	0	0	0	5	0	0	0	aemt01	0	2
f	46	1:47:2	1:47:42	2	0	0	0	5	1	0	0	aemt01	0	2
g	47	1:47:42	1:48:21	11	7	0	0	5	1	0	0	aemt01	0	2
f	48	1:48:21	1:49:42	7	3	0	0	5	1	0	0	aemt01	0	2
f	49	1:49:42	1:51:34	5	1	0	0	5	0	0	0	aemt01	0	2
g	50	1:51:34	1:52:24	1	0	0	0	5	1	0	0	aemt01	0	2
g	51	1:52:24	1:53:25	1	0	0	0	5	0	0	0	aemt01	0	2
f	52	1:53:25	1:53:26	1	0	0	0	5	1	0	0	aemt01	0	2
g	53	1:53:26	1:54:51	4	0	0	0	5	1	0	0	aemt01	0	2
g	54	1:54:51	1:55:38	1	0	0	0	5	0	0	0	aemt01	0	2
g	55	1:55:38	1:56:47	2	0	0	0	5	0	0	0	aemt01	0	2
g	56	1:56:47	1:58:6	8	4	0	0	5	0	0	0	aemt01	0	2
f	57	1:58:6	1:59:17	1	0	0	0	5	1	0	0	aemt01	0	2
g	58	1:59:17	2:0:53	1	0	0	0	5	1	0	0	aemt01	0	2
f	59	2:0:53	2:2:4	1	0	0	0	5	1	0	0	aemt01	0	2
g	60	2:2:4	2:3:29	6	2	0	0	5	1	0	0	aemt01	0	2
g	61	2:3:29	2:5:10	7	3	0	0	5	0	0	0	aemt01	0	2
f	62	2:5:10	2:6:33	1	0	0	0	5	1	0	0	aemt01	0	2
f	63	2:6:33	2:7:37	11	7	0	2	5	0	0	0	aemt01	0	2
g	64	2:7:37	2:9:7	1	0	0	0	5	1	0	0	aemt01	0	2
f	65	2:9:7	2:9:27	1	0	0	0	5	1	0	0	aemt01	0	2
g	66	2:9:27	2:10:59	1	0	0	0	5	1	0	0	aemt01	0	2
f	67	2:10:59	2:11:51	1	0	0	0	5	1	0	0	aemt01	0	2
g	68	2:11:51	2:12:42	12	8	0	0	5	1	0	0	aemt01	0	2
f	69	2:12:42	2:14:14	1	0	0	0	5	1	0	0	aemt01	0	2
g	70	2:14:14	2:14:18	8	4	0	0	5	1	0	0	aemt01	0	2
g	71	2:14:18	2:16:15	3	0	0	0	5	0	0	0	aemt01	0	2
g	72	2:16:15	2:17:40	7	3	0	0	5	0	0	0	aemt01	0	2
f	73	2:17:40	2:18:53	1	0	0	0	5	1	0	0	aemt01	0	2
f	74	2:18:53	2:20:26	7	3	0	0	5	0	0	0	aemt01	0	2
g	75	2:20:26	2:22:15	1	0	0	0	5	1	0	0	aemt01	0	2
f	76	2:22:15	2:22:25	4	0	0	0	5	1	0	0	aemt01	0	2
f	77	2:22:25	2:23:42	3	0	0	0	5	0	0	0	aemt01	0	2
f	78	2:23:42	2:25:27	1	0	0	0	5	0	0	0	aemt01	0	2
f	79	2:25:27	2:26:33	6	2	0	0	5	0	0	0	aemt01	0	2
f	80	2:26:33	2:28:16	9	5	0	0	5	0	0	0	aemt01	0	2
f	81	2:28:16	2:29:59	2	0	0	0	5	0	0	0	aemt01	0	2
f	82	2:29:59	2:30:13	7	3	0	0	5	0	0	0	aemt01	0	2
f	83	2:30:13	2:31:9	5	1	0	0	5	0	0	0	aemt01	0	2
g	84	2:31:9	2:32:45	13	9	0	0	5	1	0	0	aemt01	0	2
f	85	2:32:45	2:33:15	15	11	0	0	5	1	0	0	aemt01	0	2
g	86	2:33:15	2:34:8	8	4	0	0	5	1	0	0	aemt01	0	2
g	87	2:34:8	2:36:5	1	0	0	0	5	0	0	0	aemt01	0	2
g	88	2:36:5	2:36:21	9	5	0	0	5	0	0	0	aemt01	0	2
f	89	2:36:21	2:37:35	2	0	0	0	5	1	0	0	aemt01	0	2
g	90	2:37:35	2:39:10	3	0	0	0	5	1	0	0	aemt01	0	2
f	91	2:39:10	2:39:45	1	0	0	0	5	1	0	0	aemt01	0	2
g	92	2:39:45	2:40:50	1	0	0	0	5	1	0	0	aemt01	0	2
g	93	2:40:50	2:42:26	1	0	0	0	5	0	0	0	aemt01	0	2
g	94	2:42:26	2:44:18	3	0	0	0	5	0	0	0	aemt01	0	2
g	95	2:44:18	2:45:32	5	1	0	0	5	0	0	0	aemt01	0	2
f	96	2:45:32	2:46:49	3	0	0	0	5	1	0	0	aemt01	0	2
g	97	2:46:49	2:47:23	5	1	0	0	5	1	0	0	aemt01	0	2
g	98	2:47:23	2:47:52	1	0	0	0	5	0	0	0	aemt01	0	2
g	99	2:47:52	2:47:53	10	6	0	0	5	0	0	0	aemt01	0	2
f	100	2:47:53	2:48:35	1	0	0	0	5	1	0	0	aemt01	0	2
g	101	2:48:35	2:50:4	10	6	2	0	5	1	0	0	aemt01	0	2
f	102	2:50:4	2:50:7	1	0	0	0	5	1	0	0	aemt01	0	2
g	103	2:50:7	2:51:57	9	5	0	0	5	1	0	0	aemt01	0	2
g	104	2:51:57	2:52:3	5	1	0	0	5	0	0	0	aemt01	0	2
g	105	2:52:3	2:53:3	5	1	0	0	5	0	0	0	aemt01	0	2
f	106	2:53:3	2:53:44	5	1	0	0	5	1	0	0	aemt01	0	2
f	107	2:53:44	2:54:17	10	6	0	0	5	0	0	0	aemt01	0	2
g	108	2:54:17	2:55:34	1	0	0	0	5	1	0	0	aemt01	0	2
f	109	2:55:34	2:57:2	1	0	0	0	5	1	0	0	aemt01	0	2
f	110	2:57:2	2:58:35	6	2	0	0	5	0	0	0	aemt01	0	2
g	111	2:58:35	2:59:30	4	0	0	0	5	1	0	0	aemt01	0	2
f	112	2:59:30	3:0:50	3	0	0	0	5	1	0	0	aemt01	0	2
g	113	3:0:50	3:1:33	1	0	0	0	5	1	0	0	aemt01	0	2
g	114	3:1:33	3:3:30	1	0	0	0	5	0	0	0	aemt01	0	2
g	115	3:3:30	3:3:57	9	5	0	0	5	0	0	0	aemt01	0	2
g	116	3:3:57	3:5:6	2	0	0	0	5	0	0	0	aemt01	0	2
g	117	3:5:6	3:6:0	6	2	0	0	5	0	0	0	aemt01	0	2
f	118	3:6:0	3:6:51	1	0	0	0	5	1	0	0	aemt01	0	2
g	119	3:6:51	3:7:11	9	5	0	0	5	1	0	0	aemt01	0	2
f	120	3:7:11	3:8:31	1	0	0	0	5	1	0	0	aemt01	0	2
g	121	3:8:31	3:8:37	10	6	0	0	5	1	0	0	aemt01	0	2
f	122	3:8:37	3:9:29	1	0	0	0	5	1	0	0	aemt01	0	2
g	123	3:9:29	3:10:15	7	3	0	0	5	1	0	0	aemt01	0	2
g	124	3:10:15	3:11:59	4	0	0	0	5	0	0	0	aemt01	0	2
f	125	3:11:59	3:12:13	1	0	0	0	5	1	0	0	aemt01	0	2
g	126	3:12:13	3:12:21	4	0	0	0	5	1	0	0	aemt01	0	2
g	127	3:12:21	3:13:27	11	7	0	0	5	0	0	0	aemt01	0	2
f	128	3:13:27	3:14:30	9	5	0	0	5	1	0	0	aemt01	0	2
g	129	3:14:30	3:15:44	1	0	0	0	5	1	0	0	aemt01	0	2
f	130	3:15:44	3:17:41	1	0	0	0	5	1	0	0	aemt01	0	2
f	131	3:17:41	3:18:34	2	0	0	0	5	0	0	0	aemt01	0	2
g	132	3:18:34	3:20:2	1	0	0	0	5	1	0	0	aemt01	0	2
f	133	3:20:2	3:21:13	1	0	0	0	5	1	0	0	aemt01	0	2
g	134	3:21:13	3:22:41	14	10	0	0	5	1	0	0	aemt01	0	2
g	135	3:22:41	3:24:6	9	5	0	0	5	0	0	0	aemt01	0	2
f	136	3:24:6	3:24:19	1	0	0	0	5	1	0	0	aemt01	0	2
g	137	3:24:19	3:25:52	7	3	0	0	5	1	0	0	aemt01	0	2
